claim_id,record_id,field,exact_claim,claim_category,source_id,locator,evidence_status,documentary_status,measurement_status,design_status,uncertainty,reviewer,proposed_action
W1-C0559,toranj-illumination-c1,nameEn,Timurid Crimson Carmine,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0560,toranj-illumination-c1,nameFa,زرشکی تذهیب تیموری,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0561,toranj-illumination-c1,meaningFa,رنگدانه‌های سلطنتی کارگاه‌های بایسنقری هرات,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0562,toranj-illumination-c1,mineralogical.mineralName,Persian Historical Pigment (Timurid Crimson Carmine),material,none-opened,heritage-data.ts toranj-illumination-c1.evidence.mineralogical,unverified,placeholder,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": no pigment identification",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0563,toranj-illumination-c1,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #780000),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0564,toranj-illumination-c1,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0565,toranj-illumination-c1,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0566,toranj-illumination-c1,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0567,toranj-illumination-c1,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0568,toranj-illumination-c1,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0569,toranj-illumination-c1,geoSpatial.coordinates,"32.4279,53.688,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0570,toranj-illumination-c1,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0571,toranj-illumination-c1,spectral.peakWavelengthNm,634 nm (dominant 634 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0572,toranj-illumination-c1,historicalContextFa,رنگدانه‌های سلطنتی کارگاه‌های بایسنقری هرات,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0573,toranj-illumination-c1,artMovement,ترنج و اسلیمی کتاب‌آرایی,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0574,toranj-illumination-c1,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0575,toranj-illumination-c2,hex,#283655,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0576,toranj-illumination-c2,nameEn,Indigo Shamseh Navy,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0577,toranj-illumination-c2,nameFa,نیلی لاجوردی شمسه (Indigo),naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0578,toranj-illumination-c2,meaningFa,سرمه‌ای نیلی پرمایه کتیبه‌های قرآن‌های نفیس صفوی,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0579,toranj-illumination-c2,mineralogical.mineralName,Persian Historical Pigment (Indigo Shamseh Navy),material,none-opened,heritage-data.ts toranj-illumination-c2.evidence.mineralogical,unverified,placeholder,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": no pigment identification",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0580,toranj-illumination-c2,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #283655),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0581,toranj-illumination-c2,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0582,toranj-illumination-c2,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0583,toranj-illumination-c2,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0584,toranj-illumination-c2,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0585,toranj-illumination-c2,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0586,toranj-illumination-c2,geoSpatial.coordinates,"32.9279,53.988,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0587,toranj-illumination-c2,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0588,toranj-illumination-c2,spectral.peakWavelengthNm,451 nm (dominant 451 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0589,toranj-illumination-c2,historicalContextFa,سرمه‌ای نیلی پرمایه کتیبه‌های قرآن‌های نفیس صفوی,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0590,toranj-illumination-c2,artMovement,ترنج و اسلیمی کتاب‌آرایی,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0591,toranj-illumination-c2,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0592,toranj-illumination-c3,hex,#DAA520,color-value,S001;S002,"S001 css:goldenrod; S002 ""Goldenrod""",designer-choice,exact-match-in-modern-color-list,none-on-record (measuredSpectra=0),designer-choice,HEX identical to a modern named-color list entry; suggests digital-list origin rather than material measurement,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0593,toranj-illumination-c3,nameEn,Goldenrod Gold,naming,S001,"S001 css:goldenrod; S002 ""Goldenrod""",illustrative,pair-found-in-modern-list,not-applicable,designer-choice,modern list entry is not evidence of historical use,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0594,toranj-illumination-c3,nameFa,طلای ناب شمسه (Goldenrod),naming,none,-,unverified,authenticity-adjective-unsupported,not-applicable,designer-choice,"name asserts authenticity/purity (""اصیل""/""ناب"")",W1-sequential-AI-review,drop authenticity adjective
W1-C0595,toranj-illumination-c3,meaningFa,درخشش زرین طلای عیار بالا در طلااندازی اوراق کهن,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0596,toranj-illumination-c3,mineralogical.mineralName,Persian Historical Pigment (Goldenrod Gold),material,none-opened,heritage-data.ts toranj-illumination-c3.evidence.mineralogical,unverified,placeholder,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": no pigment identification",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0597,toranj-illumination-c3,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #DAA520),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0598,toranj-illumination-c3,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0599,toranj-illumination-c3,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0600,toranj-illumination-c3,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0601,toranj-illumination-c3,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0602,toranj-illumination-c3,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0603,toranj-illumination-c3,geoSpatial.coordinates,"33.4279,54.288000000000004,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0604,toranj-illumination-c3,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0605,toranj-illumination-c3,spectral.peakWavelengthNm,584 nm (dominant 584 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0606,toranj-illumination-c3,historicalContextFa,درخشش زرین طلای عیار بالا در طلااندازی اوراق کهن,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0607,toranj-illumination-c3,artMovement,ترنج و اسلیمی کتاب‌آرایی,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0608,toranj-illumination-c3,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0609,toranj-illumination-c4,hex,#386641,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0610,toranj-illumination-c4,nameEn,Malachite Resin Green,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0611,toranj-illumination-c4,nameFa,سبز صمغی کهن,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0612,toranj-illumination-c4,meaningFa,اکسید مس آمیخته با صمغ عربی و آب لیمو,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0613,toranj-illumination-c4,mineralogical.mineralName,Persian Historical Pigment (Malachite Resin Green),material,none-opened,heritage-data.ts toranj-illumination-c4.evidence.mineralogical,unverified,placeholder,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": no pigment identification",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0614,toranj-illumination-c4,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #386641),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0615,toranj-illumination-c4,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0616,toranj-illumination-c4,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0617,toranj-illumination-c4,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0618,toranj-illumination-c4,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0619,toranj-illumination-c4,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0620,toranj-illumination-c4,geoSpatial.coordinates,"33.9279,54.588,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0621,toranj-illumination-c4,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0622,toranj-illumination-c4,spectral.peakWavelengthNm,519 nm (dominant 519 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0623,toranj-illumination-c4,historicalContextFa,اکسید مس آمیخته با صمغ عربی و آب لیمو,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0624,toranj-illumination-c4,artMovement,ترنج و اسلیمی کتاب‌آرایی,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0625,toranj-illumination-c4,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0626,toranj-illumination-c5,hex,#FDFBF4,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0627,toranj-illumination-c5,nameEn,Parchment Vellum White,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0628,toranj-illumination-c5,nameFa,پوست آهوی خطاطی,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0629,toranj-illumination-c5,meaningFa,کاغذ آهاری دست‌ساز مهره‌خورده برای کتابت نستعلیق,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0630,toranj-illumination-c5,mineralogical.mineralName,Persian Historical Pigment (Parchment Vellum White),material,S007,heritage-data.ts toranj-illumination-c5.evidence.mineralogical,contradicted,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper)",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0631,toranj-illumination-c5,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #FDFBF4),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0632,toranj-illumination-c5,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0633,toranj-illumination-c5,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0634,toranj-illumination-c5,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0635,toranj-illumination-c5,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0636,toranj-illumination-c5,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0637,toranj-illumination-c5,geoSpatial.coordinates,"34.4279,54.888000000000005,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0638,toranj-illumination-c5,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0639,toranj-illumination-c5,spectral.peakWavelengthNm,610 nm (dominant 610 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0640,toranj-illumination-c5,historicalContextFa,کاغذ آهاری دست‌ساز مهره‌خورده برای کتابت نستعلیق,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0641,toranj-illumination-c5,artMovement,ترنج و اسلیمی کتاب‌آرایی,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0642,toranj-illumination-c5,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0643,toranj-illumination-c6,hex,#000000,color-value,S001;S002,"S001 css:black; S002 ""Black""",designer-choice,exact-match-in-modern-color-list,none-on-record (measuredSpectra=0),designer-choice,HEX identical to a modern named-color list entry; suggests digital-list origin rather than material measurement,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0644,toranj-illumination-c6,nameEn,India Ink Black,naming,S001,"S001 css:black; S002 ""Black""",illustrative,pair-found-in-modern-list,not-applicable,designer-choice,modern list entry is not evidence of historical use,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0645,toranj-illumination-c6,nameFa,مرکب سیاه کتابت (India Ink),naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0646,toranj-illumination-c6,meaningFa,خلوص کامل دوده سنتی و مرکب ضدآب خوشنویسی میرعماد,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0647,toranj-illumination-c6,mineralogical.mineralName,Persian Historical Pigment (India Ink Black),material,none-opened,heritage-data.ts toranj-illumination-c6.evidence.mineralogical,unverified,placeholder,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": no pigment identification",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0648,toranj-illumination-c6,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #000000),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0649,toranj-illumination-c6,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0650,toranj-illumination-c6,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0651,toranj-illumination-c6,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0652,toranj-illumination-c6,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0653,toranj-illumination-c6,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0654,toranj-illumination-c6,geoSpatial.coordinates,"34.9279,55.188,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0655,toranj-illumination-c6,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
